state,year,week,total_patients,ili_patients,providers
Nebraska,2021,36,14065,380,68
Nevada,2021,36,9701,151,21
New Hampshire,2021,36,1317,4,8
New Jersey,2021,36,27118,878,31
New Meico,2021,36,20823,616,35
New York,2021,36,53177,843,119
North Carolina,2021,36,102414,2218,127
North Dakota,2021,36,3598,72,9
Ohio,2021,36,9858,203,22
Oklahoma,2021,36,4316,61,13
Oregon,2021,36,37780,593,86
Pennsylvania,2021,36,78118,1349,106
Rhode Island,2021,36,12101,31,23
South Carolina,2021,36,17281,250,24
South Dakota,2021,36,9565,122,31
Tennessee,2021,36,35850,965,105
Teas,2021,36,44299,1402,46
Utah,2021,36,18439,452,45
Vermont,2021,36,4179,48,10
Virginia,2021,36,122414,3557,166
Washington,2021,36,37295,478,67
West Virginia,2021,36,7097,50,22
Wisconsin,2021,36,23956,334,34
Wyoming,2021,36,2315,40,9
Commonwealth of the Northern Mariana Islands,2021,36,,,
Puerto Rico,2021,36,2116,184,5
Virgin Islands,2021,36,1535,6,4
New York City,2021,36,75987,1233,27
Alabama,2021,37,42562,704,89
Alaska,2021,37,3337,47,11
Arizona,2021,37,11434,219,28
Arkansas,2021,37,15162,234,48
California,2021,37,66241,1343,99
Colorado,2021,37,43015,870,78
Connecticut,2021,37,48176,701,68
Delaware,2021,37,11527,109,17
District of Columbia,2021,37,2803,153,1
Florida,2021,37,,,
Georgia,2021,37,70059,2039,101
Hawaii,2021,37,2902,30,15
Idaho,2021,37,8542,183,31
Illinois,2021,37,79128,1053,175
Indiana,2021,37,56242,1010,95
Iowa,2021,37,5878,103,14
Kansas,2021,37,10273,155,17
Kentucky,2021,37,34723,663,71
Louisiana,2021,37,40900,387,89
Maine,2021,37,14868,192,46
Maryland,2021,37,42980,979,52
Massachusetts,2021,37,75955,889,82
Michigan,2021,37,7135,45,20
Minnesota,2021,37,39552,354,75
Mississippi,2021,37,7324,127,19
Missouri,2021,37,31385,613,48
Montana,2021,37,8139,126,30
Nebraska,2021,37,14817,318,70
Nevada,2021,37,9579,243,22
New Hampshire,2021,37,1713,6,8
New Jersey,2021,37,30576,932,33
New Meico,2021,37,19580,473,34
New York,2021,37,58803,1054,120
North Carolina,2021,37,96228,1831,127
North Dakota,2021,37,3519,71,9
Ohio,2021,37,10046,254,21
Oklahoma,2021,37,4326,54,14
Oregon,2021,37,37886,502,86
Pennsylvania,2021,37,80770,1404,106
Rhode Island,2021,37,13947,59,27
South Carolina,2021,37,15884,232,23
South Dakota,2021,37,10318,120,32
Tennessee,2021,37,33806,611,103
Teas,2021,37,50951,1387,57
Utah,2021,37,19663,397,46
Vermont,2021,37,3646,40,10
Virginia,2021,37,121392,3552,166
Washington,2021,37,36065,511,67
West Virginia,2021,37,9251,63,22
Wisconsin,2021,37,24162,375,34
Wyoming,2021,37,2559,55,8
Commonwealth of the Northern Mariana Islands,2021,37,,,
Puerto Rico,2021,37,1900,160,5
Virgin Islands,2021,37,1531,8,4
New York City,2021,37,76970,1349,25
Alabama,2021,38,40416,659,88
Alaska,2021,38,3230,41,11
Arizona,2021,38,11208,171,28
Arkansas,2021,38,13936,179,48
California,2021,38,66225,1254,98
Colorado,2021,38,42060,794,78
Connecticut,2021,38,48296,618,68
Delaware,2021,38,10208,102,17
District of Columbia,2021,38,5900,430,4
Florida,2021,38,,,
Georgia,2021,38,69127,1751,100
Hawaii,2021,38,1968,19,11
Idaho,2021,38,8899,172,31
Illinois,2021,38,75272,936,175
Indiana,2021,38,52373,852,95
Iowa,2021,38,5545,77,13
Kansas,2021,38,9813,148,16
Kentucky,2021,38,32526,621,71
Louisiana,2021,38,39761,356,88
Maine,2021,38,14982,213,47
Maryland,2021,38,42491,977,50
Massachusetts,2021,38,75514,973,82
Michigan,2021,38,7504,59,20
Minnesota,2021,38,26961,383,59
Mississippi,2021,38,7777,138,16
Missouri,2021,38,28848,541,48
Montana,2021,38,7793,137,30
Nebraska,2021,38,14587,298,70
Nevada,2021,38,9715,196,23
New Hampshire,2021,38,1579,0,8
New Jersey,2021,38,31114,1047,34
New Meico,2021,38,19907,496,35
New York,2021,38,57438,1137,119
North Carolina,2021,38,91571,1472,127
North Dakota,2021,38,2423,70,9
Ohio,2021,38,12264,181,26
Oklahoma,2021,38,4008,37,12
Oregon,2021,38,38092,541,86
Pennsylvania,2021,38,74067,1217,101
Rhode Island,2021,38,13828,43,26
South Carolina,2021,38,16401,159,23
South Dakota,2021,38,10015,95,31
Tennessee,2021,38,36042,559,108
Teas,2021,38,51242,1163,60
Utah,2021,38,19290,398,46
Vermont,2021,38,4138,42,9
Virginia,2021,38,114495,3260,164
Washington,2021,38,36979,555,67
West Virginia,2021,38,8894,39,22
Wisconsin,2021,38,23036,325,34
Wyoming,2021,38,2036,46,7
Commonwealth of the Northern Mariana Islands,2021,38,,,
Puerto Rico,2021,38,2093,166,5
Virgin Islands,2021,38,1568,6,4
New York City,2021,38,77658,1674,26
Alabama,2021,39,40584,699,89
Alaska,2021,39,3134,44,11
Arizona,2021,39,11051,195,28
Arkansas,2021,39,14739,192,50
California,2021,39,71995,1175,105
Colorado,2021,39,42627,851,78
Connecticut,2021,39,47550,713,68
Delaware,2021,39,8085,102,14
District of Columbia,2021,39,2729,155,1
Florida,2021,39,,,
Georgia,2021,39,69597,1634,101
Hawaii,2021,39,2044,16,11
Idaho,2021,39,9954,182,34
Illinois,2021,39,73745,937,172
Indiana,2021,39,53876,736,96
Iowa,2021,39,6104,72,15
Kansas,2021,39,9702,134,15
Kentucky,2021,39,33301,571,71
Louisiana,2021,39,38813,346,89
Maine,2021,39,14602,169,47
Maryland,2021,39,40639,865,53
Massachusetts,2021,39,74231,1011,82
Michigan,2021,39,7972,68,18
Minnesota,2021,39,31838,388,60
Mississippi,2021,39,4827,106,8
Missouri,2021,39,29309,553,48
Montana,2021,39,8053,153,30
Nebraska,2021,39,9467,216,70
Nevada,2021,39,8335,169,21
New Hampshire,2021,39,1484,0,8
New Jersey,2021,39,30391,1079,33
New Meico,2021,39,21609,541,38
New York,2021,39,54149,1212,117
North Carolina,2021,39,91982,1320,131
North Dakota,2021,39,3594,77,9
Ohio,2021,39,10722,173,24
Oklahoma,2021,39,4073,36,12
Oregon,2021,39,38369,366,86
Pennsylvania,2021,39,73063,1169,100
Rhode Island,2021,39,13398,46,26
South Carolina,2021,39,16464,172,23
South Dakota,2021,39,9549,121,30
Tennessee,2021,39,35068,548,106
Teas,2021,39,50653,1123,60
Utah,2021,39,20107,436,46
Vermont,2021,39,4434,39,11
Virginia,2021,39,0,0,0
Washington,2021,39,36347,548,67
West Virginia,2021,39,9998,39,24
Wisconsin,2021,39,23271,337,34
Wyoming,2021,39,2401,41,8
Commonwealth of the Northern Mariana Islands,2021,39,,,
Puerto Rico,2021,39,2032,154,5
Virgin Islands,2021,39,1572,4,4
New York City,2021,39,73678,1818,28
Alabama,2021,40,47216,765,107
Alaska,2021,40,3378,44,12
Arizona,2021,40,11354,200,30
Arkansas,2021,40,15565,260,54
California,2021,40,124469,1986,163
Colorado,2021,40,44755,1012,82
Connecticut,2021,40,48640,775,72
Delaware,2021,40,11806,121,23
District of Columbia,2021,40,7116,330,4
Florida,2021,40,228326,6106,362
Georgia,2021,40,70481,1702,103
Hawaii,2021,40,2859,22,19
Idaho,2021,40,9451,164,34
Illinois,2021,40,83223,815,191
Indiana,2021,40,54010,779,106
Iowa,2021,40,6206,93,16
Kansas,2021,40,17846,266,34
Kentucky,2021,40,37794,638,80
Louisiana,2021,40,40465,456,92
Maine,2021,40,15650,192,53
Maryland,2021,40,42953,955,61
Massachusetts,2021,40,75296,955,91
Michigan,2021,40,85084,1408,150
Minnesota,2021,40,36617,1702,72
Mississippi,2021,40,12851,312,33
Missouri,2021,40,28912,482,49
Montana,2021,40,7513,105,30
Nebraska,2021,40,14841,315,74
Nevada,2021,40,10285,222,23
New Hampshire,2021,40,1196,0,8
New Jersey,2021,40,30135,1063,35
New Meico,2021,40,21192,559,39
New York,2021,40,59014,1349,123
North Carolina,2021,40,93060,1288,147
North Dakota,2021,40,3539,73,9
Ohio,2021,40,48790,1325,84
Oklahoma,2021,40,9305,98,21
Oregon,2021,40,37692,511,88
Pennsylvania,2021,40,75297,1203,102
Rhode Island,2021,40,14009,53,26
South Carolina,2021,40,31782,401,40
South Dakota,2021,40,9352,84,31
Tennessee,2021,40,33250,522,104
Teas,2021,40,54174,1314,77
Utah,2021,40,20532,394,47
Vermont,2021,40,5503,62,13
Virginia,2021,40,109704,2848,164
Washington,2021,40,35561,545,72
West Virginia,2021,40,13537,279,46
Wisconsin,2021,40,23053,274,34
Wyoming,2021,40,3415,57,13
Commonwealth of the Northern Mariana Islands,2021,40,,,
Puerto Rico,2021,40,2311,247,7
Virgin Islands,2021,40,1879,7,5
New York City,2021,40,83057,1845,29
Alabama,2021,41,47906,743,108
Alaska,2021,41,3417,46,12
Arizona,2021,41,9814,179,29
Arkansas,2021,41,16005,218,56
California,2021,41,114256,1828,159
Colorado,2021,41,44058,1021,82
Connecticut,2021,41,49000,832,74
Delaware,2021,41,10782,108,16
District of Columbia,2021,41,6741,308,4
Florida,2021,41,228643,6223,359
Georgia,2021,41,71037,1818,106
Hawaii,2021,41,2535,16,17
Idaho,2021,41,9803,174,34
Illinois,2021,41,79363,797,187
Indiana,2021,41,52481,720,106
Iowa,2021,41,6695,100,17
Kansas,2021,41,14355,185,27
Kentucky,2021,41,38585,619,85
Louisiana,2021,41,40711,401,92
Maine,2021,41,15751,208,53
Maryland,2021,41,41620,826,63
Massachusetts,2021,41,75295,912,92
Michigan,2021,41,84881,1242,154
Minnesota,2021,41,39714,1594,75
Mississippi,2021,41,11305,279,30
Missouri,2021,41,28275,491,49
Montana,2021,41,6935,116,30
Nebraska,2021,41,14544,287,73
Nevada,2021,41,10641,182,26
New Hampshire,2021,41,1767,6,9
New Jersey,2021,41,28639,929,33
New Meico,2021,41,19694,558,37
New York,2021,41,56467,1197,124
North Carolina,2021,41,93530,1201,145
North Dakota,2021,41,3209,76,9
Ohio,2021,41,48286,1295,86
Oklahoma,2021,41,9150,157,21
Oregon,2021,41,37451,524,89
Pennsylvania,2021,41,73688,1083,102
Rhode Island,2021,41,13649,58,27
South Carolina,2021,41,31702,379,40
South Dakota,2021,41,9495,79,31
Tennessee,2021,41,32982,476,107
Teas,2021,41,52473,1157,72
Utah,2021,41,19087,419,47
Vermont,2021,41,5388,51,14
Virginia,2021,41,106749,2475,164
Washington,2021,41,34411,535,72
West Virginia,2021,41,11955,182,43
Wisconsin,2021,41,21888,231,33
Wyoming,2021,41,3379,105,14
Commonwealth of the Northern Mariana Islands,2021,41,,,
Puerto Rico,2021,41,2498,202,8
Virgin Islands,2021,41,1481,5,4
New York City,2021,41,79570,1761,28
Alabama,2021,42,47363,772,109
Alaska,2021,42,3561,41,12
Arizona,2021,42,11519,188,30
Arkansas,2021,42,15475,220,54
California,2021,42,118802,2023,161
Colorado,2021,42,41872,917,82
Connecticut,2021,42,47823,676,72
Delaware,2021,42,12881,109,19
District of Columbia,2021,42,6940,289,4
Florida,2021,42,227289,6395,360
Georgia,2021,42,70571,1595,105
Hawaii,2021,42,2471,19,17
Idaho,2021,42,9002,131,33
Illinois,2021,42,81055,843,189
Indiana,2021,42,51127,669,105
Iowa,2021,42,6629,67,16
Kansas,2021,42,12226,180,27
Kentucky,2021,42,37606,524,84
Louisiana,2021,42,41597,372,92
Maine,2021,42,15519,185,53
Maryland,2021,42,42324,759,62
Massachusetts,2021,42,74809,836,93
Michigan,2021,42,80685,1221,154
Minnesota,2021,42,37936,1424,75
Mississippi,2021,42,12778,330,32
Missouri,2021,42,27419,409,49
Montana,2021,42,7200,136,30
Nebraska,2021,42,14643,313,73
Nevada,2021,42,11029,214,25
New Hampshire,2021,42,1880,7,9
New Jersey,2021,42,29536,855,35
New Meico,2021,42,21514,634,40
New York,2021,42,54654,1065,123
North Carolina,2021,42,91552,1048,145
North Dakota,2021,42,3382,86,9
Ohio,2021,42,46679,1197,88
Oklahoma,2021,42,9378,120,23
Oregon,2021,42,38127,520,89
Pennsylvania,2021,42,27405,446,46
Rhode Island,2021,42,13971,47,27
South Carolina,2021,42,31074,361,40
South Dakota,2021,42,9590,83,31
Tennessee,2021,42,32925,464,107
Teas,2021,42,51810,1150,77
Utah,2021,42,20138,447,47
Vermont,2021,42,5267,49,13
Virginia,2021,42,102933,2243,164
Washington,2021,42,34307,526,72
West Virginia,2021,42,12879,187,42
Wisconsin,2021,42,21536,242,34
Wyoming,2021,42,2605,83,12
Commonwealth of the Northern Mariana Islands,2021,42,,,
Puerto Rico,2021,42,2622,272,8
Virgin Islands,2021,42,1534,8,4
New York City,2021,42,79444,1655,30
Alabama,2021,43,44262,767,97
Alaska,2021,43,3450,43,12
Arizona,2021,43,11609,208,30
Arkansas,2021,43,15678,209,54
California,2021,43,119720,2044,161
Colorado,2021,43,42538,945,82
Connecticut,2021,43,45774,661,72
Delaware,2021,43,10298,94,16
District of Columbia,2021,43,6843,332,4
Florida,2021,43,225509,6495,360
Georgia,2021,43,70666,1758,105
Hawaii,2021,43,2683,26,17
Idaho,2021,43,9889,141,35
Illinois,2021,43,78213,840,186
Indiana,2021,43,51608,679,107
Iowa,2021,43,6451,75,17
Kansas,2021,43,16721,180,33
Kentucky,2021,43,37924,575,84
Louisiana,2021,43,40146,371,92
Maine,2021,43,14850,213,53
Maryland,2021,43,44028,827,69
Massachusetts,2021,43,70897,769,93
Michigan,2021,43,79399,1192,154
Minnesota,2021,43,39461,1585,75
Mississippi,2021,43,13626,349,34
Missouri,2021,43,27622,423,49
Montana,2021,43,7120,126,30
Nebraska,2021,43,12836,330,73
Nevada,2021,43,10599,236,24
New Hampshire,2021,43,2069,10,11
New Jersey,2021,43,28440,858,35
New Meico,2021,43,21000,665,39
New York,2021,43,52379,1021,124
North Carolina,2021,43,91826,1133,147
North Dakota,2021,43,3354,63,9
Ohio,2021,43,46577,1157,88
Oklahoma,2021,43,8948,93,21
Oregon,2021,43,38238,509,89
Pennsylvania,2021,43,69947,947,101
Rhode Island,2021,43,12917,100,26
South Carolina,2021,43,31204,375,41
South Dakota,2021,43,9272,94,31
Tennessee,2021,43,34102,428,106
Teas,2021,43,47456,1089,60
Utah,2021,43,20123,489,47
Vermont,2021,43,5253,49,13
Virginia,2021,43,100915,2229,163
Washington,2021,43,33151,496,71
West Virginia,2021,43,12331,167,41
Wisconsin,2021,43,21355,213,34
Wyoming,2021,43,3153,89,11
Commonwealth of the Northern Mariana Islands,2021,43,,,
Puerto Rico,2021,43,2414,319,8
Virgin Islands,2021,43,1561,4,4
New York City,2021,43,74178,1509,28
Alabama,2021,44,45545,856,100
Alaska,2021,44,3286,45,12
Arizona,2021,44,11820,286,31
Arkansas,2021,44,16116,274,56
California,2021,44,119974,2006,158
Colorado,2021,44,42548,1056,82
Connecticut,2021,44,47050,794,72
Delaware,2021,44,12232,87,19
District of Columbia,2021,44,3022,95,1
Florida,2021,44,229115,7710,360
Georgia,2021,44,69972,2063,101
Hawaii,2021,44,2451,23,16
Idaho,2021,44,9592,158,34
Illinois,2021,44,78472,892,185
Indiana,2021,44,51811,795,106
Iowa,2021,44,6562,101,17
Kansas,2021,44,17600,198,32
Kentucky,2021,44,35940,753,79
Louisiana,2021,44,40177,444,92
Maine,2021,44,15367,212,53
Maryland,2021,44,40854,767,62
Massachusetts,2021,44,72800,875,91
Michigan,2021,44,69221,1356,152
Minnesota,2021,44,40120,1670,75
Mississippi,2021,44,14377,433,35
Missouri,2021,44,27932,491,49
Montana,2021,44,6848,140,30
Nebraska,2021,44,14331,294,74
Nevada,2021,44,10494,183,25
New Hampshire,2021,44,2124,14,11
New Jersey,2021,44,27497,804,35
New Meico,2021,44,22857,842,41
New York,2021,44,36531,866,123
North Carolina,2021,44,88687,1131,146
North Dakota,2021,44,3344,75,9
Ohio,2021,44,47096,1243,89
Oklahoma,2021,44,9147,135,22
Oregon,2021,44,36700,494,89
Pennsylvania,2021,44,67809,994,101
Rhode Island,2021,44,14186,346,28
South Carolina,2021,44,31377,418,41
South Dakota,2021,44,9265,101,31
Tennessee,2021,44,34799,531,109
Teas,2021,44,51930,1290,72
Utah,2021,44,20980,591,47
Vermont,2021,44,5324,55,14
Virginia,2021,44,98342,2050,164
Washington,2021,44,32948,531,71
West Virginia,2021,44,14249,153,42
Wisconsin,2021,44,20021,254,34
Wyoming,2021,44,3585,100,13
Commonwealth of the Northern Mariana Islands,2021,44,,,
Puerto Rico,2021,44,2746,302,7
Virgin Islands,2021,44,1469,6,4
New York City,2021,44,77353,1576,30
Alabama,2021,45,43460,997,99
Alaska,2021,45,3354,53,12
Arizona,2021,45,11968,276,31
Arkansas,2021,45,17057,342,56
California,2021,45,120716,2158,160
Colorado,2021,45,43281,1112,82
Connecticut,2021,45,46958,773,72
Delaware,2021,45,12287,88,19
District of Columbia,2021,45,3020,122,1
Florida,2021,45,229848,7877,359
Georgia,2021,45,73595,2850,105
Hawaii,2021,45,1847,21,14
Idaho,2021,45,9921,140,35
Illinois,2021,45,79086,959,186
Indiana,2021,45,54581,945,108
Iowa,2021,45,6856,105,17
Kansas,2021,45,17190,238,31
Kentucky,2021,45,36100,624,81
Louisiana,2021,45,41300,542,92
Maine,2021,45,15082,203,53
Maryland,2021,45,44953,839,72
Massachusetts,2021,45,72349,1028,93
Michigan,2021,45,79433,1643,154
Minnesota,2021,45,39844,1679,75
Mississippi,2021,45,14193,455,35
Missouri,2021,45,29405,553,49
Montana,2021,45,6757,128,30
Nebraska,2021,45,14737,293,74
Nevada,2021,45,10933,197,25
New Hampshire,2021,45,2399,14,12
New Jersey,2021,45,28990,1028,35
New Meico,2021,45,23200,958,42
New York,2021,45,57635,1294,126
North Carolina,2021,45,89843,1306,146
North Dakota,2021,45,3183,61,9
Ohio,2021,45,49373,1474,91
Oklahoma,2021,45,18452,300,22
Oregon,2021,45,37490,490,88
Pennsylvania,2021,45,69608,1257,97
Rhode Island,2021,45,13636,209,29
South Carolina,2021,45,31516,558,41
South Dakota,2021,45,9631,82,30
Tennessee,2021,45,35412,657,110
Teas,2021,45,56512,1443,74
Utah,2021,45,21085,616,47
Vermont,2021,45,5637,70,14
Virginia,2021,45,102416,2215,164
Washington,2021,45,32041,520,70
West Virginia,2021,45,14130,173,42
Wisconsin,2021,45,22339,263,34
Wyoming,2021,45,3639,71,11
Commonwealth of the Northern Mariana Islands,2021,45,,,
Puerto Rico,2021,45,2653,237,9
Virgin Islands,2021,45,1519,6,4
New York City,2021,45,75368,1680,28
Alabama,2021,46,47817,1184,101
Alaska,2021,46,3245,46,12
Arizona,2021,46,11973,254,30
Arkansas,2021,46,17085,379,54
California,2021,46,122832,2118,164
Colorado,2021,46,42742,1123,83
Connecticut,2021,46,47953,791,72
Delaware,2021,46,9950,107,16
District of Columbia,2021,46,7092,304,4
Florida,2021,46,233826,8244,359
Georgia,2021,46,77996,3092,107
Hawaii,2021,46,2208,26,14
Idaho,2021,46,9710,144,35
Illinois,2021,46,76021,1094,183
Indiana,2021,46,55345,1023,108
Iowa,2021,46,6577,90,16
Kansas,2021,46,17636,244,31
Kentucky,2021,46,36794,747,82
Louisiana,2021,46,42207,566,92
Maine,2021,46,15435,223,53
Maryland,2021,46,45052,848,72
Massachusetts,2021,46,73420,1150,93
Michigan,2021,46,80720,1493,155
Minnesota,2021,46,40764,1720,75
Mississippi,2021,46,15336,592,36
Missouri,2021,46,29392,549,49
Montana,2021,46,6855,127,30
Nebraska,2021,46,14954,357,75
Nevada,2021,46,11166,207,25
New Hampshire,2021,46,2357,9,11
New Jersey,2021,46,28476,1002,36
New Meico,2021,46,21625,887,39
New York,2021,46,57588,1371,125
North Carolina,2021,46,91341,1357,148
North Dakota,2021,46,3145,60,9
Ohio,2021,46,48395,1515,91
Oklahoma,2021,46,10115,192,23
Oregon,2021,46,37106,459,79
Pennsylvania,2021,46,68648,1396,97
Rhode Island,2021,46,14512,417,28
South Carolina,2021,46,32786,643,41
South Dakota,2021,46,9469,117,30
Tennessee,2021,46,35199,870,102
Teas,2021,46,53435,1811,73
Utah,2021,46,20674,641,47
Vermont,2021,46,5295,68,14
Virginia,2021,46,102204,2432,165
Washington,2021,46,31756,574,70
West Virginia,2021,46,13164,143,41
Wisconsin,2021,46,21429,249,34
Wyoming,2021,46,3445,93,13
Commonwealth of the Northern Mariana Islands,2021,46,,,
Puerto Rico,2021,46,2625,248,9
Virgin Islands,2021,46,1392,8,4
New York City,2021,46,77408,1622,30
Alabama,2021,47,39794,1011,94
Alaska,2021,47,3287,39,12
Arizona,2021,47,10016,312,32
Arkansas,2021,47,14604,408,55
California,2021,47,103401,2073,161
Colorado,2021,47,36102,887,82
Connecticut,2021,47,44636,888,74
Delaware,2021,47,7584,98,16
District of Columbia,2021,47,1595,77,1
Florida,2021,47,215442,7471,359
Georgia,2021,47,68996,2438,109
Hawaii,2021,47,1450,21,14
Idaho,2021,47,8888,161,35
Illinois,2021,47,66518,1169,184
Indiana,2021,47,50094,982,106
Iowa,2021,47,3587,86,16
Kansas,2021,47,14085,203,31
Kentucky,2021,47,35314,922,86
Louisiana,2021,47,39993,659,92
Maine,2021,47,12146,245,41
Maryland,2021,47,40268,808,71
Massachusetts,2021,47,62714,1258,93
Michigan,2021,47,74106,1194,155
Minnesota,2021,47,27446,1453,73
Mississippi,2021,47,12807,482,36
Missouri,2021,47,27843,557,49
Montana,2021,47,6305,105,30
Nebraska,2021,47,12834,370,75
Nevada,2021,47,9678,229,25
New Hampshire,2021,47,1131,6,11
New Jersey,2021,47,26518,986,35
New Meico,2021,47,20030,865,40
New York,2021,47,52592,1244,126
North Carolina,2021,47,82456,1310,147
North Dakota,2021,47,3111,76,9
Ohio,2021,47,42047,1496,91
Oklahoma,2021,47,9565,156,21
Oregon,2021,47,35316,506,89
Pennsylvania,2021,47,63091,1181,97
Rhode Island,2021,47,11638,132,28
South Carolina,2021,47,29418,740,41
South Dakota,2021,47,7857,113,31
Tennessee,2021,47,30593,685,109
Teas,2021,47,44711,1404,71
Utah,2021,47,17222,606,47
Vermont,2021,47,4967,60,14
Virginia,2021,47,95597,2486,165
Washington,2021,47,28091,464,70
